episode,n_segments,total_len,mean_seg_len
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-08-07/Mon_Aug__7_17:31:23_2023/trajectory.h5,5,120,24.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-15/Wed_Nov_15_10:16:21_2023/trajectory.h5,5,117,23.4
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-12-18/Mon_Dec_18_15:48:40_2023/trajectory.h5,33,1199,36.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-04-07/Fri_Apr__7_13_54_17_2023/trajectory.h5,3,110,36.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-04-27/Thu_Apr_27_13:32:00_2023/trajectory.h5,4,160,40.0
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-06-20/Tue_Jun_20_04:03:27_2023/trajectory.h5,3,86,28.666666666666668
gs://xembodiment_data/r2d2/r2d2-data-full/RPL/success/2023-05-29/Mon_May_29_16:38:50_2023/trajectory.h5,3,222,74.0
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-10-14/Sat_Oct_14_21:23:10_2023/trajectory.h5,6,307,51.166666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-06-11/Sun_Jun_11_16:19:54_2023/trajectory.h5,9,366,40.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-11/Thu_May_11_15:17:59_2023/trajectory.h5,3,143,47.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/RPL/success/2023-12-09/Sat_Dec__9_14:02:20_2023/trajectory.h5,19,954,50.21052631578947
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-06/Wed_Dec__6_16:15:58_2023/trajectory.h5,6,316,52.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-09-21/Thu_Sep_21_16:25:54_2023/trajectory.h5,8,373,46.625
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-08/Wed_Nov__8_10:02:08_2023/trajectory.h5,9,416,46.22222222222222
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-20/Sat_May_20_17:18:22_2023/trajectory.h5,7,166,23.714285714285715
gs://xembodiment_data/r2d2/r2d2-data-full/GuptaLab/success/2023-06-18/Sun_Jun_18_19:56:04_2023/trajectory.h5,4,94,23.5
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-17/Wed_Jan_17_14:58:38_2024/trajectory.h5,10,338,33.8
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-08/Mon_May__8_15:29:33_2023/trajectory.h5,6,173,28.833333333333332
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-12-06/Wed_Dec__6_21:09:17_2023/trajectory.h5,8,249,31.125
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-20/Tue_Feb_20_11:06:14_2024/trajectory.h5,7,239,34.142857142857146
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-10-25/Wed_Oct_25_16:00:23_2023/trajectory.h5,13,381,29.307692307692307
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-08/Wed_Nov__8_12:41:58_2023/trajectory.h5,6,172,28.666666666666668
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-05-30/Tue_May_30_18:35:44_2023/trajectory.h5,5,250,50.0
gs://xembodiment_data/r2d2/r2d2-data-full/PennPAL/success/2023-06-23/Fri_Jun_23_20:15:28_2023/trajectory.h5,4,194,48.5
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-19/Mon_Feb_19_14:26:11_2024/trajectory.h5,9,358,39.77777777777778
gs://xembodiment_data/r2d2/r2d2-data-full/PennPAL/success/2023-06-16/Fri_Jun_16_18:36:59_2023/trajectory.h5,13,505,38.84615384615385
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-07/Thu_Dec__7_15:20:43_2023/trajectory.h5,10,331,33.1
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-07/Wed_Feb__7_16:08:10_2024/trajectory.h5,6,232,38.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-22/Mon_May_22_16:13:21_2023/trajectory.h5,14,452,32.285714285714285
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-08-09/Wed_Aug__9_11:08:08_2023/trajectory.h5,3,110,36.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-02-17/Sat_Feb_17_22:44:43_2024/trajectory.h5,7,234,33.42857142857143
gs://xembodiment_data/r2d2/r2d2-data-full/RAD/success/2023-12-17/Sun_Dec_17_14:14:52_2023/trajectory.h5,10,521,52.1
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-25/Thu_Jan_25_15:24:58_2024/trajectory.h5,7,257,36.714285714285715
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-10/Wed_May_10_10:03:29_2023/trajectory.h5,4,142,35.5
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-02-01/Thu_Feb__1_15:01:46_2024/trajectory.h5,5,264,52.8
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-03-01/Wed_Mar__1_15_58_43_2023/trajectory.h5,3,152,50.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-06-04/Sun_Jun__4_20:10:07_2023/trajectory.h5,3,254,84.66666666666667
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-02-01/Thu_Feb__1_00:19:05_2024/trajectory.h5,5,218,43.6
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-29/Mon_May_29_22:23:16_2023/trajectory.h5,4,194,48.5
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-02/Tue_Jan__2_16:16:02_2024/trajectory.h5,5,179,35.8
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-20/Tue_Feb_20_12:25:17_2024/trajectory.h5,8,298,37.25
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-07-14/Fri_Jul_14_14:36:28_2023/trajectory.h5,4,149,37.25
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-01/Wed_Nov__1_11:23:14_2023/trajectory.h5,8,361,45.125
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-22/Mon_May_22_11:50:17_2023/trajectory.h5,5,195,39.0
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-08-23/Wed_Aug_23_12:05:19_2023/trajectory.h5,6,235,39.166666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/PennPAL/success/2023-08-23/Wed_Aug_23_20:46:48_2023/trajectory.h5,8,313,39.125
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-12-02/Sat_Dec__2_11:01:21_2023/trajectory.h5,5,304,60.8
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-08-15/Tue_Aug_15_13:38:21_2023/trajectory.h5,3,107,35.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-08-15/Tue_Aug_15_14:07:30_2023/trajectory.h5,3,104,34.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-06-25/Sun_Jun_25_18:55:29_2023/trajectory.h5,4,86,21.5
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-07-20/Thu_Jul_20_14:13:43_2023/trajectory.h5,9,330,36.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-10-15/Sun_Oct_15_18:43:18_2023/trajectory.h5,5,137,27.4
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-12-01/Fri_Dec__1_18:00:17_2023/trajectory.h5,3,69,23.0
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-07-01/Sat_Jul__1_09:48:43_2023/trajectory.h5,23,643,27.956521739130434
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-04/Thu_May__4_14:47:30_2023/trajectory.h5,6,232,38.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-10-12/Thu_Oct_12_21:37:00_2023/trajectory.h5,25,874,34.96
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-18/Thu_May_18_19:17:56_2023/trajectory.h5,4,190,47.5
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-28/Tue_Nov_28_11:29:58_2023/trajectory.h5,7,417,59.57142857142857
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-08-09/Wed_Aug__9_11:45:40_2023/trajectory.h5,10,351,35.1
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-29/Mon_Jan_29_16:47:38_2024/trajectory.h5,4,171,42.75
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-06-25/Sun_Jun_25_04:53:13_2023/trajectory.h5,3,142,47.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-10/Wed_Jan_10_14:32:06_2024/trajectory.h5,9,282,31.333333333333332
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-31/Wed_Jan_31_16:38:08_2024/trajectory.h5,4,275,68.75
gs://xembodiment_data/r2d2/r2d2-data-full/WEIRD/success/2023-11-30/Thu_Nov_30_17:49:00_2023/trajectory.h5,6,298,49.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-06-20/Tue_Jun_20_19:12:18_2023/trajectory.h5,5,135,27.0
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-11-06/Mon_Nov__6_10:52:38_2023/trajectory.h5,4,121,30.25
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-09-03/Sun_Sep__3_22:16:13_2023/trajectory.h5,15,522,34.8
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-04-30/Sun_Apr_30_19:40:48_2023/trajectory.h5,4,139,34.75
gs://xembodiment_data/r2d2/r2d2-data-full/RPL/success/2023-05-23/Tue_May_23_14:27:26_2023/trajectory.h5,8,327,40.875
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-17/Wed_Jan_17_15:26:13_2024/trajectory.h5,5,262,52.4
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-05-20/Sat_May_20_14:32:32_2023/trajectory.h5,4,171,42.75
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-07-20/Thu_Jul_20_13:19:43_2023/trajectory.h5,4,152,38.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-29/Mon_Jan_29_13:29:32_2024/trajectory.h5,6,194,32.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-06-14/Wed_Jun_14_16:31:15_2023/trajectory.h5,7,262,37.42857142857143
gs://xembodiment_data/r2d2/r2d2-data-full/PennPAL/success/2023-10-30/Mon_Oct_30_18:38:56_2023/trajectory.h5,4,192,48.0
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-06-04/Sun_Jun__4_16:20:56_2023/trajectory.h5,6,186,31.0
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-08-23/Wed_Aug_23_12:22:37_2023/trajectory.h5,6,235,39.166666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-07-05/Wed_Jul__5_14:09:52_2023/trajectory.h5,33,1157,35.06060606060606
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-07-17/Mon_Jul_17_11:05:31_2023/trajectory.h5,8,237,29.625
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-18/Thu_May_18_19:22:48_2023/trajectory.h5,7,160,22.857142857142858
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-10-21/Sat_Oct_21_18:06:04_2023/trajectory.h5,12,419,34.916666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-12/Tue_Dec_12_14:03:06_2023/trajectory.h5,6,163,27.166666666666668
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-09/Thu_Nov__9_12:41:18_2023/trajectory.h5,5,212,42.4
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-08-21/Mon_Aug_21_13:59:02_2023/trajectory.h5,4,164,41.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-08/Wed_Nov__8_17:41:14_2023/trajectory.h5,8,381,47.625
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-13/Mon_Nov_13_16:17:46_2023/trajectory.h5,5,197,39.4
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-06-19/Mon_Jun_19_17:04:20_2023/trajectory.h5,7,237,33.857142857142854
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-12-15/Fri_Dec_15_16:08:50_2023/trajectory.h5,14,514,36.714285714285715
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-14/Wed_Feb_14_14:17:52_2024/trajectory.h5,3,153,51.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-06/Wed_Dec__6_10:58:22_2023/trajectory.h5,5,264,52.8
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-13/Tue_Feb_13_15:15:56_2024/trajectory.h5,3,158,52.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-10-25/Wed_Oct_25_15:32:29_2023/trajectory.h5,19,920,48.421052631578945
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-06-06/Tue_Jun__6_00:44:37_2023/trajectory.h5,4,138,34.5
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-06-03/Sat_Jun__3_23:29:00_2023/trajectory.h5,3,150,50.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-06/Tue_Feb__6_13:44:10_2024/trajectory.h5,6,346,57.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-05-22/Mon_May_22_14:47:40_2023/trajectory.h5,3,320,106.66666666666667
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-08-09/Wed_Aug__9_09:01:33_2023/trajectory.h5,6,204,34.0
gs://xembodiment_data/r2d2/r2d2-data-full/RPL/success/2023-06-05/Mon_Jun__5_16:36:11_2023/trajectory.h5,5,237,47.4
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-06-14/Wed_Jun_14_09:34:55_2023/trajectory.h5,5,209,41.8
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-14/Wed_Feb_14_15:28:43_2024/trajectory.h5,3,128,42.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-04-30/Sun_Apr_30_18:48:08_2023/trajectory.h5,3,152,50.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-04-24/Mon_Apr_24_15:28:46_2023/trajectory.h5,8,304,38.0
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-07-14/Fri_Jul_14_17:28:08_2023/trajectory.h5,5,116,23.2
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-13/Tue_Feb_13_16:43:32_2024/trajectory.h5,10,278,27.8
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-18/Thu_Jan_18_15:16:05_2024/trajectory.h5,4,202,50.5
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-11-03/Fri_Nov__3_16:13:06_2023/trajectory.h5,10,400,40.0
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-11-30/Thu_Nov_30_19:18:12_2023/trajectory.h5,3,102,34.0
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-01-30/Tue_Jan_30_21:36:04_2024/trajectory.h5,4,277,69.25
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-05-23/Tue_May_23_19:31:31_2023/trajectory.h5,5,282,56.4
gs://xembodiment_data/r2d2/r2d2-data-full/RPL/success/2023-11-30/Thu_Nov_30_22:48:06_2023/trajectory.h5,5,181,36.2
gs://xembodiment_data/r2d2/r2d2-data-full/RAD/success/2023-09-01/Fri_Sep__1_10:43:47_2023/trajectory.h5,3,408,136.0
gs://xembodiment_data/r2d2/r2d2-data-full/RPL/success/2023-11-30/Thu_Nov_30_23:04:26_2023/trajectory.h5,4,186,46.5
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-10-23/Mon_Oct_23_10:13:41_2023/trajectory.h5,2,68,34.0
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-07-01/Sat_Jul__1_09:44:36_2023/trajectory.h5,14,614,43.857142857142854
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-05-19/Fri_May_19_11:49:42_2023/trajectory.h5,13,537,41.30769230769231
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-04-07/Fri_Apr__7_13_32_40_2023/trajectory.h5,5,208,41.6
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-08-31/Thu_Aug_31_15:09:18_2023/trajectory.h5,6,222,37.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-15/Wed_Nov_15_10:20:29_2023/trajectory.h5,7,425,60.714285714285715
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-12-15/Fri_Dec_15_09:45:40_2023/trajectory.h5,10,397,39.7
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-09-22/Fri_Sep_22_12:34:13_2023/trajectory.h5,6,209,34.833333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-08/Mon_May__8_14:35:09_2023/trajectory.h5,5,171,34.2
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-11-17/Fri_Nov_17_10:52:05_2023/trajectory.h5,3,113,37.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-19/Mon_Feb_19_10:41:27_2024/trajectory.h5,4,199,49.75
gs://xembodiment_data/r2d2/r2d2-data-full/RPL/success/2023-11-30/Thu_Nov_30_22:46:59_2023/trajectory.h5,4,187,46.75
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-09-25/Mon_Sep_25_09:52:28_2023/trajectory.h5,5,134,26.8
gs://xembodiment_data/r2d2/r2d2-data-full/RAIL/success/2023-08-29/Tue_Aug_29_15:17:53_2023/trajectory.h5,7,247,35.285714285714285
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-15/Thu_Feb_15_14:11:12_2024/trajectory.h5,3,129,43.0
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-05-17/Wed_May_17_15:41:52_2023/trajectory.h5,6,295,49.166666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-07/Thu_Dec__7_17:46:35_2023/trajectory.h5,3,128,42.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-08-08/Tue_Aug__8_09:54:40_2023/trajectory.h5,10,374,37.4
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-02-17/Sat_Feb_17_21:10:55_2024/trajectory.h5,4,219,54.75
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-03-06/Mon_Mar__6_15_49_47_2023/trajectory.h5,3,113,37.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2024-01-01/Mon_Jan__1_10:46:29_2024/trajectory.h5,4,150,37.5
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-05-09/Tue_May__9_03:56:16_2023/trajectory.h5,6,205,34.166666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-04-07/Fri_Apr__7_13:48:45_2023/trajectory.h5,3,165,55.0
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-07-30/Sun_Jul_30_10:50:54_2023/trajectory.h5,6,237,39.5
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-06-07/Wed_Jun__7_12:18:37_2023/trajectory.h5,6,233,38.833333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-06-06/Tue_Jun__6_00:59:09_2023/trajectory.h5,4,165,41.25
gs://xembodiment_data/r2d2/r2d2-data-full/PennPAL/success/2023-10-06/Fri_Oct__6_20:51:05_2023/trajectory.h5,8,226,28.25
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-06-17/Sat_Jun_17_22:46:54_2023/trajectory.h5,18,642,35.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-11-30/Thu_Nov_30_07:43:18_2023/trajectory.h5,10,332,33.2
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-07-17/Mon_Jul_17_11:03:52_2023/trajectory.h5,4,131,32.75
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-05-11/Thu_May_11_15:36:50_2023/trajectory.h5,5,143,28.6
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-12-06/Wed_Dec__6_15:30:18_2023/trajectory.h5,9,489,54.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-11-14/Tue_Nov_14_11:24:13_2023/trajectory.h5,7,226,32.285714285714285
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-06-14/Wed_Jun_14_14:53:14_2023/trajectory.h5,8,498,62.25
gs://xembodiment_data/r2d2/r2d2-data-full/WEIRD/success/2023-12-16/Sat_Dec_16_01:14:14_2023/trajectory.h5,8,310,38.75
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-02/Tue_Jan__2_17:07:51_2024/trajectory.h5,2,156,78.0
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-12-06/Wed_Dec__6_17:54:26_2023/trajectory.h5,3,198,66.0
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-06-21/Wed_Jun_21_16:24:22_2023/trajectory.h5,6,187,31.166666666666668
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-08-10/Thu_Aug_10_09:22:41_2023/trajectory.h5,9,354,39.333333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-03-07/Tue_Mar__7_15_44_05_2023/trajectory.h5,3,162,54.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-10/Wed_Jan_10_15:00:51_2024/trajectory.h5,4,129,32.25
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-02/Thu_Nov__2_15:14:06_2023/trajectory.h5,6,291,48.5
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-03-01/Wed_Mar__1_15_26_27_2023/trajectory.h5,5,167,33.4
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-05-05/Fri_May__5_16:27:52_2023/trajectory.h5,4,139,34.75
gs://xembodiment_data/r2d2/r2d2-data-full/RPL/success/2023-12-03/Sun_Dec__3_18:04:31_2023/trajectory.h5,20,1045,52.25
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-14/Tue_Nov_14_12:01:36_2023/trajectory.h5,11,428,38.90909090909091
gs://xembodiment_data/r2d2/r2d2-data-full/REAL/success/2023-07-15/Sat_Jul_15_11:48:07_2023/trajectory.h5,6,264,44.0
gs://xembodiment_data/r2d2/r2d2-data-full/RAD/success/2023-11-18/Sat_Nov_18_17:21:08_2023/trajectory.h5,5,380,76.0
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-23/Tue_Jan_23_11:09:11_2024/trajectory.h5,3,143,47.666666666666664
gs://xembodiment_data/r2d2/r2d2-data-full/BVL/success/2024-01-30/Tue_Jan_30_16:22:37_2024/trajectory.h5,9,401,44.55555555555556
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-08-08/Tue_Aug__8_09:18:06_2023/trajectory.h5,6,323,53.833333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-10-27/Fri_Oct_27_19:57:41_2023/trajectory.h5,2,76,38.0
gs://xembodiment_data/r2d2/r2d2-data-full/IPRL/success/2023-10-21/Sat_Oct_21_17:47:27_2023/trajectory.h5,11,425,38.63636363636363
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-12/Tue_Dec_12_15:01:58_2023/trajectory.h5,7,290,41.42857142857143
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-04-27/Thu_Apr_27_15:57:16_2023/trajectory.h5,5,233,46.6
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-11-26/Sun_Nov_26_16:35:17_2023/trajectory.h5,7,263,37.57142857142857
gs://xembodiment_data/r2d2/r2d2-data-full/PennPAL/success/2023-06-18/Sun_Jun_18_21:07:23_2023/trajectory.h5,9,285,31.666666666666668
gs://xembodiment_data/r2d2/r2d2-data-full/WEIRD/success/2024-01-04/Thu_Jan__4_04:14:46_2024/trajectory.h5,28,1139,40.67857142857143
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-08/Thu_Feb__8_14:03:58_2024/trajectory.h5,5,244,48.8
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-08-21/Mon_Aug_21_13:41:53_2023/trajectory.h5,7,171,24.428571428571427
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-06-25/Sun_Jun_25_04:50:50_2023/trajectory.h5,2,115,57.5
gs://xembodiment_data/r2d2/r2d2-data-full/AUTOLab/success/2023-07-08/Sat_Jul__8_09:24:54_2023/trajectory.h5,10,489,48.9
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-11-27/Mon_Nov_27_15:14:20_2023/trajectory.h5,5,157,31.4
gs://xembodiment_data/r2d2/r2d2-data-full/CLVR/success/2023-08-01/Tue_Aug__1_01:10:46_2023/trajectory.h5,3,135,45.0
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-03-08/Wed_Mar__8_19_39_36_2023/trajectory.h5,4,103,25.75
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-05-31/Wed_May_31_18:04:58_2023/trajectory.h5,5,183,36.6
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-01-29/Mon_Jan_29_11:50:33_2024/trajectory.h5,9,337,37.44444444444444
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-07/Thu_Dec__7_14:41:03_2023/trajectory.h5,10,439,43.9
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-08-22/Tue_Aug_22_16:55:44_2023/trajectory.h5,4,106,26.5
gs://xembodiment_data/r2d2/r2d2-data-full/ILIAD/success/2023-09-03/Sun_Sep__3_20:56:12_2023/trajectory.h5,10,572,57.2
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2024-02-12/Mon_Feb_12_15:07:00_2024/trajectory.h5,6,215,35.833333333333336
gs://xembodiment_data/r2d2/r2d2-data-full/IRIS/success/2023-06-01/Thu_Jun__1_15:18:57_2023/trajectory.h5,4,122,30.5
gs://xembodiment_data/r2d2/r2d2-data-full/TRI/success/2023-12-05/Tue_Dec__5_15:59:42_2023/trajectory.h5,8,389,48.625
